,name,price,image_url,description,size,brand,rating,review
289,AILYONS FK-0308 Stainless Steel 2.2L Electric Kettle (1YR WRTY),KSh 899,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/36/019947/1.jpg?2791,Capacity: 2.2LPower: 1500WVoltage: AC 220V-240V 50HzCool Visual design  & illuminating lightSafe Safety lock lid & Boil-dry protectionDurable Cold and heat resistant Stainless steelConvenient easy-clean flat heating element,,AILYONS,4.2 out of 5,Recommend | I like it  | It's efficient
290,HOMMY 3 Column Portable Wardrobe - Brown Cover,"KSh 2,599",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/67/647943/1.jpg?1747,PortableStrong enough to hold weights3columnWith hanging line,HIGH QUALITY,HOMMY,3.8 out of 5,"Improve the strength of the frame | Excellent product | Good product, cumbersome assembly????...I enjoyed the assembly like some nice puzzle"
291,"AILYONS GS014-5, 2 Burner Glass Top Gas Cooker & Infrared Double Burner (1YR WRTY)","KSh 2,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/57/1829871/1.jpg?6474,Tempered Glass SurfaceAuto Ignition with piezoWhirlwind burner for more durability and efficiencyExquisite finishStain-resistantHoneycombo Straight-HoleUniform Healing BetterBlack Porcelain Enamel GrillHigh Temperature Resistant,,AILYONS,4.3 out of 5,"Ready when you are
 | It's good.. | Really love it"
292,AILYONS HD-199A Electric Dry Iron Box Silver & Black (1YR WRTY),KSh 929,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/883927/1.jpg?2791,Power: 1000WVoltage: 220V-240V/50HzPackage Size: L243 X W110 X H125MMDry ironing functionWith coating stainless soleplateDurable & high-performanceOverheat and fusing protectionAdjustable thermostat controlFlexible 360 degree swivel cord guardWith pilot light indicator and stable heel rest,,AILYONS,3.9 out of 5,Regulator not good  | It works perfectly well | Its supper
293,AILYONS TYB-205 Blender 2In1 With GrinderMachine 1.5LBlack (1YR WRTY),"KSh 1,699",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/722668/1.jpg?2177,1.5Loff switch with 2 speed switches pulse switch the stainless steel bladesLeak resistant lid durable pure copper motor,,AILYONS,4.2 out of 5,It works very nice | Works perfectly ???? I'd recommend | Poor quality 
294,Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue (1YR WRTY),"KSh 1,630",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/9099351/1.jpg?7978,Brand: Vitron2 in 1 blender1.5L plastic big jar with grinderPower: 350WCompletely removable jar for easy cleaningRubber feet for skid resistanceStainless steel blade,,Vitron,4.1 out of 5,It is okay | Works perfectly | It stopped working after using it on the first day. It was overheating. 
295,AILYONS FK-0318 Stainless Steel 3.5L Electric Kettle-Ultra Plus Kettle. (1YR WRTY),"KSh 1,299",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/8164651/1.jpg?4188,Capacity: 3.5LPower: 1500WHeat insutation coverVoltage: AC 220V-240V 50HzCool Visual design  & illuminating lightSafe Safety lock lid & Boil-dry protectionDurable Cold and heat resistant Stainless steelConvenient easy-clean flat heating element,,AILYONS,4.3 out of 5,"IT IS VERY GOOD | I love it  | quite big...its nice,serving me well"
296,Hikers Microwave Oven –KE-MOS20LG-Digital 20 Litres – Silver 20L 700W,"KSh 6,959",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/4870551/1.jpg?2948,Not Available,,Hikers,4.5 out of 5,"Colour and powerful quality  | Good pricing, and an amazing product. 

For those who are complaining about the buttons usage, just read the manual well, it explains well. 

I also love that it has a child lock hence better safety at home. 

I can recommend. | The product is working perfectly "
297,Vitron VB-886 - 2in1 Blender - 1.5L - 350W - White (1YR WRTY),"KSh 1,740",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/9099351/1.jpg?7980,Brand: Vitron2 in 1 blender1.5L plastic big jar with grinderPower: 350WCompletely removable jar for easy cleaningRubber feet for skid resistanceStainless steel blade,,Vitron,4.1 out of 5,It's amazing ❤️ and working well | Product is okay though the noise levels are above board  | TOO FRAGILE
298,HOMMY Portable Wardrobe 3 Column - Pink Cover,"KSh 2,599",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/747943/1.jpg?1746,DurableAffordablePerfect for youExtra storage space,HIGH QUALITY,HOMMY,3.8 out of 5,"Safe delivery as espected ????????????????
 | i like it | Cost, colour and texture "
299,"Roch RMW-20PX7H-B(B) Microwave Oven, 700W, 20L – Black (1YR WRTY)","KSh 8,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/55/7075521/1.jpg?3646,"Model: RMW-20PX7H-B (B)20L digital microwave oven700W output power99""99' cooking timer10 microwave power levelsTurntable glass tray 245mmCooking end signalDefrost settingPlastic handleBlack color and grey cavityBS plug",,Roch,4.5 out of 5,"A nice and affordable microwave  | It works perfectly I love it
 | Worth the discounted flash sale price"
300,Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 18,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/8914171/1.jpg?7928,"2 sections Electric washer by NunixWashing machine with a capacity of 7.5kg3 software keys1 water EntranceChoose the washing temperaturesTimer for washing processTimer for drying processthe rotation speed of washer 123.9 rpmDryer rotation speed 1550 rpmElectricity: 220 volts, frequency: 60 Hz",,Nunix,4.1 out of 5,"love it | It's a good brand,cleans well | Meets the expectation. Value for money. "
301,Nunix 5 Layer Shoe Rack – black,KSh 449,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/8094481/1.jpg?3370,It has 5 LayersStrong and durableMade of high-quality materialEasy assembly and dismantleLightweight & Portable,,Nunix,4 out of 5,Make it stronger | Great | Make it a little bit stronger 
302,Rashnik Rn-1038 Gray Mixer/ Blender With Grinder -450W.,"KSh 1,960",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/6855191/1.jpg?8642,"Quickly and easily grinds coffee, beans nuts, spices, meat, coconutsHelps to prepare your favorite fruit juices, milk shakes and other cocktailsFacility to add ingredients during blendingBlender with grinder 2 in 1 Unbreakable jar Motor Power: 450WDurable lifeElegant design",,Rashnik,4.4 out of 5,"Delivered in good time. And work effectively | Relatively good  | delivered in one piece, on time. Bravo Jumia"
303,Rashnik RN-2453 - Hot & Cold Water Dispenser (White&Blue),"KSh 4,400",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/5859502/1.jpg?7304,Hot and cold water dispenserPush tap DispenserLow power consumptionChild lock feature for safetyStorage cabinetPower indicatorEasy to use,,Rashnik,4.7 out of 5,Iko fyne  | It's was delivered very fast and it's working perfectly  | Very fantastic
304,Sundabest Green Tea Cups Set Of 6 (9539),KSh 518,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/8404381/1.jpg?7492,Microwave & Dishwasher SafeChip ResistantLight WeightMaterial - Fine CeramicGlossy Finish,,Sundabest,4.3 out of 5,They are good ????  | Same as picture  | Very smart too????????
305,"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven","KSh 23,100",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/23/7778781/1.jpg?4408,"Push Button manual ignition burner3 gas burners, 1 electric hotplateElectric ovenSpecial burners for unique flame for evenly cookingSpecial high-density insulation- for faster & quick bakingWide Matt finish enamel pan support & Burner Capsoven tray providedBaking tray & Wire shelf (Grid)Width 55*50CMSpecial unbreakable Top LidSilver color bodyEnamel RackTurnspit (Chicken Rotisserie)Warranty: 1 year.Strong body for durability",,Nunix,3.7 out of 5,One of the small burners is not working as expected. Has issues lighting up. All other things are fine. Delivery was perfect | Good product | It could be better if you separate temprature button with that one to choose which side to burn
306,AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black (1YR WRTY),"KSh 1,699",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/736568/1.jpg?5217,Stainless SteelAuto Ignition with piezoWhirlwind burner for more durability and efficiencyExquisite finishStain-resistantHoneycombo Straight-HoleUniform Healing BetterBlack Porcelain Enamel GrillHigh Temperature Resistant,,AILYONS,3.9 out of 5,"Wotks well  | Its exactly what I ordered, I really love it | The product is more effecient & conserve my LPG"
307,Nunix K1S Hot & Normal Standing Water Dispenser – White,"KSh 3,630",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/38/8036091/1.jpg?5565,HOT AND NORMALHigh DurabilityEasy to useLow power consumptionIdeal for home and officeOverheat protection,,Nunix,4.6 out of 5,Dispenser is good and was delivered on Time | Exact product... | everything
308,AILYONS FK-0316 Stainless Steel 1.8L Electric Kettle - 1500W - Black (1YR WRTY),KSh 759,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/1216091/1.jpg?4274,Capacity: 1.8LPower: 1500WVoltage: AC 220V-240V 50HzCool Visual design  & illuminating lightSafe Safety lock lid & Boil-dry protectionDurable Cold and heat resistant Stainless steelConvenient easy-clean flat heating element,FK-0316-BLACK,AILYONS,4.3 out of 5,Great Design with stainless steal inside and plastic outside .boils water semi-quietly with an average speed.and is odorless | I like the physical appearance but it's too noisy... | It's fast and easy to use
309,Sundabest 6pcs Ceramic Mug - Yellow (130019571),KSh 473,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/9408771/1.jpg?8945,"CeramicFood Safe, Lead FreeSafe and DurableMicrowave safe",,Sundabest,4.6 out of 5,"Nice
 | Perfect , thanks! | Great value for money"
310,Red Berry RB134 - 4 In 1 Blender - 300W - Black,"KSh 2,912",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/7983381/1.jpg?2375,4 in 1 blenderPowerful motor: 300 wattsUnbreakable jugModel: RB-134Brand: Redberry ,,Red Berry,4.2 out of 5,"Good functionality | It work perfect 
 | Amazing "
311,Nunix 138L Double Door Fridge Energy Efficient,"KSh 25,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/8914171/1.jpg?7938,Capacity: 138 LitresPower: 120WDouble doorVC Filter - Germ BusterCool Pack - Maintains cold during power cutsGlass shelvesLarge freezer sectionEgg TrayLarge vegetable boxLock & KeyCFC FreeDefrost Function,,Nunix,3.4 out of 5,meets my expectations | Good quality | It's working well
312,"AILYONS GS014-4, 2 Burner Glass Top Gas Cooker & Infrared Double Burner (1YR WRTY)","KSh 2,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/8629871/1.jpg?6214,Tempered Glass SurfaceAuto Ignition with piezoWhirlwind burner for more durability and efficiencyExquisite finishStain-resistantHoneycombo Straight-HoleUniform Healing BetterBlack Porcelain Enamel GrillHigh Temperature Resistant,,AILYONS,4.3 out of 5,"Far above expectations | I like it, though the materials seem of lower quality, with the exception of the glass. T | So far so good ????"
313,Nunix 5-Tier Multifunctional Shoe Rack - White,"KSh 1,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/73/0706802/1.jpg?9418,It has 5 LayersStrong and durableMade of high-quality materialEasy assembly and dismantleLightweight & Portable,,Nunix,3.9 out of 5,Worth the price  | Not  yet received .I went to picking station but I have not found it yet  when I cheek the up it's delivered I don't really know to whom they delivered my goods to | smart and strong
